Customer Id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Customer Segment
ORD-10372,6,1,450000,4,1,1,Potential
ORD-10373,118,1,3600000,2,1,4,Hibernating
ORD-10374,111,1,8500000,2,1,4,Hibernating
ORD-10375,91,1,2400000,3,2,3,Loyal
ORD-10376,94,1,25500000,3,2,4,Loyal
ORD-10377,221,1,1350000,1,2,3,Hibernating
ORD-10378,4,1,1350000,4,2,3,Loyal
ORD-10379,19,1,2400000,4,2,3,Loyal
ORD-10380,185,1,2400000,1,2,3,Hibernating
ORD-10381,180,1,8500000,1,2,4,Hibernating
ORD-10382,49,1,17000000,4,2,4,Loyal
ORD-10383,40,1,750000,4,2,2,Loyal
ORD-10384,35,1,250000,4,2,1,Loyal
ORD-10385,195,1,25500000,1,2,4,Hibernating
ORD-10386,4,1,450000,4,2,1,Loyal
ORD-10387,151,1,17000000,2,2,4,Hibernating
ORD-10388,151,1,150000,2,2,1,Hibernating
ORD-10389,23,1,450000,4,2,1,Loyal
ORD-10390,216,1,300000,1,2,1,Hibernating
ORD-10391,187,1,450000,1,2,1,Hibernating
ORD-10392,68,1,1350000,3,2,3,Loyal
ORD-10393,6,1,25500000,4,2,4,Loyal
ORD-10394,164,1,450000,1,2,1,Hibernating
ORD-10395,191,1,450000,1,2,1,Hibernating
ORD-10396,217,1,1200000,1,2,3,Hibernating
ORD-10397,103,1,450000,3,2,1,Loyal
ORD-10398,173,1,2400000,1,2,3,Hibernating
ORD-10399,141,1,300000,2,2,1,Hibernating
ORD-10400,179,1,25500000,1,2,4,Hibernating
ORD-10401,152,1,500000,2,2,2,Hibernating
ORD-10402,176,1,250000,1,2,1,Hibernating
ORD-10403,24,1,1200000,4,2,3,Loyal
ORD-10404,200,1,450000,1,2,1,Hibernating
ORD-10405,103,1,450000,3,2,1,Loyal
ORD-10406,4,1,150000,4,2,1,Loyal
ORD-10407,3,1,300000,4,2,1,Loyal
ORD-10408,198,1,3600000,1,2,4,Hibernating
ORD-10409,68,1,900000,3,2,2,Loyal
ORD-10410,30,1,250000,4,2,1,Loyal
ORD-10411,13,1,450000,4,2,1,Loyal
ORD-10412,82,1,250000,3,2,1,Loyal
ORD-10413,52,1,25500000,4,2,4,Loyal
ORD-10414,21,1,1200000,4,2,3,Loyal
ORD-10415,160,1,3600000,2,2,4,Hibernating
ORD-10416,197,1,900000,1,2,2,Hibernating
ORD-10417,126,1,2400000,2,2,3,Hibernating
ORD-10418,90,1,3600000,3,2,4,Loyal
ORD-10419,44,1,300000,4,2,1,Loyal
ORD-10420,151,1,1200000,2,2,3,Hibernating
ORD-10421,75,1,1200000,3,2,3,Loyal
ORD-10422,9,1,8500000,4,2,4,Loyal
ORD-10423,107,1,900000,2,2,2,Hibernating
ORD-10424,82,1,450000,3,2,1,Loyal
ORD-10425,53,1,150000,4,2,1,Loyal
ORD-10426,170,1,900000,1,2,2,Hibernating
ORD-10427,5,1,2400000,4,2,3,Loyal
ORD-10428,91,1,8500000,3,2,4,Loyal
ORD-10429,9,1,450000,4,2,1,Loyal
ORD-10430,132,1,750000,2,2,2,Hibernating
ORD-10431,11,1,300000,4,2,1,Loyal
ORD-10432,94,1,150000,3,2,1,Loyal
ORD-10433,32,1,250000,4,2,1,Loyal
ORD-10434,98,1,250000,3,2,1,Loyal
ORD-10435,127,1,2400000,2,2,3,Hibernating
ORD-10436,118,1,450000,2,2,1,Hibernating
ORD-10437,28,1,1200000,4,2,3,Loyal
ORD-10438,153,1,1200000,2,2,3,Hibernating
ORD-10439,148,1,900000,2,2,2,Hibernating
ORD-10440,36,1,450000,4,2,1,Loyal
ORD-10441,135,1,250000,2,2,1,Hibernating
ORD-10442,103,1,900000,3,2,2,Loyal
ORD-10443,86,1,3600000,3,2,4,Loyal
ORD-10444,66,1,25500000,3,2,4,Loyal
ORD-10445,118,1,1350000,2,2,3,Hibernating
ORD-10446,153,1,150000,2,2,1,Hibernating
ORD-10447,104,1,500000,3,2,2,Loyal
ORD-10448,179,1,150000,1,2,1,Hibernating
ORD-10449,165,1,1200000,1,2,3,Hibernating
ORD-10450,29,1,450000,4,2,1,Loyal
ORD-10451,93,1,750000,3,2,2,Loyal
ORD-10452,103,1,2400000,3,2,3,Loyal
ORD-10453,207,1,1200000,1,2,3,Hibernating
ORD-10454,30,1,17000000,4,2,4,Loyal
ORD-10455,184,1,25500000,1,2,4,Hibernating
ORD-10456,74,1,2400000,3,2,3,Loyal
ORD-10457,186,1,2400000,1,2,3,Hibernating
ORD-10458,151,1,450000,2,2,1,Hibernating
ORD-10459,141,1,250000,2,2,1,Hibernating
ORD-10460,65,1,300000,3,2,1,Loyal
ORD-10461,120,1,3600000,2,2,4,Hibernating
ORD-10462,156,1,8500000,2,2,4,Hibernating
ORD-10463,55,1,25500000,3,2,4,Loyal
ORD-10464,11,1,150000,4,2,1,Loyal
ORD-10465,107,1,1350000,2,2,3,Hibernating
ORD-10466,76,1,900000,3,2,2,Loyal
ORD-10467,1,1,500000,4,2,2,Loyal
ORD-10468,58,1,2400000,3,2,3,Loyal
ORD-10469,177,1,17000000,1,2,4,Hibernating
ORD-10470,39,1,500000,4,2,2,Loyal
ORD-10471,120,1,150000,2,2,1,Hibernating
ORD-10472,50,1,25500000,4,2,4,Loyal
ORD-10473,81,1,450000,3,2,1,Loyal
ORD-10474,56,1,300000,3,2,1,Loyal
ORD-10475,115,1,17000000,2,2,4,Hibernating
ORD-10476,190,1,2400000,1,2,3,Hibernating
ORD-10477,135,1,450000,2,2,1,Hibernating
ORD-10478,106,1,900000,3,2,2,Loyal
ORD-10479,101,1,300000,3,2,1,Loyal
ORD-10480,47,1,25500000,4,2,4,Loyal
ORD-10481,189,1,2400000,1,2,3,Hibernating
ORD-10482,154,1,2400000,2,2,3,Hibernating
ORD-10483,94,1,300000,3,2,1,Loyal
ORD-10484,204,1,8500000,1,2,4,Hibernating
ORD-10485,217,1,450000,1,2,1,Hibernating
ORD-10486,196,1,8500000,1,2,4,Hibernating
ORD-10487,56,1,500000,3,2,2,Loyal
ORD-10488,85,1,2400000,3,2,3,Loyal
ORD-10489,187,1,1200000,1,2,3,Hibernating
ORD-10490,158,1,1200000,2,2,3,Hibernating
ORD-10491,90,1,750000,3,2,2,Loyal
ORD-10492,204,1,500000,1,2,2,Hibernating
ORD-10493,191,1,1200000,1,2,3,Hibernating
ORD-10494,82,1,17000000,3,2,4,Loyal
ORD-10495,104,1,25500000,3,2,4,Loyal
ORD-10496,193,1,17000000,1,2,4,Hibernating
ORD-10497,77,1,1350000,3,2,3,Loyal
ORD-10498,117,1,150000,2,2,1,Hibernating
ORD-10499,98,1,2400000,3,2,3,Loyal
ORD-10500,105,1,150000,3,2,1,Loyal
ORD-10501,175,1,3600000,1,2,4,Hibernating
ORD-10502,51,1,250000,4,2,1,Loyal
ORD-10503,156,1,25500000,2,2,4,Hibernating
ORD-10504,10,1,450000,4,2,1,Loyal
ORD-10505,9,1,25500000,4,2,4,Loyal
ORD-10506,132,1,17000000,2,2,4,Hibernating
ORD-10507,151,1,450000,2,2,1,Hibernating
ORD-10508,49,1,8500000,4,2,4,Loyal
ORD-10509,61,1,1200000,3,2,3,Loyal
ORD-10510,78,1,500000,3,2,2,Loyal
ORD-10511,64,1,3600000,3,2,4,Loyal
ORD-10512,124,1,450000,2,2,1,Hibernating
ORD-10513,100,1,8500000,3,2,4,Loyal
ORD-10514,14,1,8500000,4,2,4,Loyal
ORD-10515,57,1,250000,3,2,1,Loyal
ORD-10516,197,1,2400000,1,2,3,Hibernating
ORD-10517,191,1,1200000,1,2,3,Hibernating
ORD-10518,165,1,8500000,1,2,4,Hibernating
ORD-10519,34,1,450000,4,2,1,Loyal
ORD-10520,192,1,250000,1,2,1,Hibernating
ORD-10521,205,1,500000,1,2,2,Hibernating
ORD-10522,48,1,500000,4,2,2,Loyal
ORD-10523,40,1,750000,4,2,2,Loyal
ORD-10524,117,1,17000000,2,2,4,Hibernating
ORD-10525,146,1,150000,2,2,1,Hibernating
ORD-10526,192,1,500000,1,2,2,Hibernating
ORD-10527,105,1,3600000,3,2,4,Loyal
ORD-10528,15,1,750000,4,2,2,Loyal
ORD-10529,72,1,450000,3,2,1,Loyal
ORD-10530,215,1,900000,1,2,2,Hibernating
ORD-10531,14,1,450000,4,2,1,Loyal
ORD-10532,91,1,1200000,3,2,3,Loyal
ORD-10533,34,1,150000,4,2,1,Loyal
ORD-10534,99,1,3600000,3,2,4,Loyal
ORD-10535,70,1,150000,3,2,1,Loyal
ORD-10536,87,1,900000,3,2,2,Loyal
ORD-10537,173,1,150000,1,2,1,Hibernating
ORD-10538,112,1,250000,2,2,1,Hibernating
ORD-10539,177,1,2400000,1,2,3,Hibernating
ORD-10540,132,1,25500000,2,2,4,Hibernating
ORD-10541,6,1,2400000,4,2,3,Loyal
